word_title,count
production,56
GAO,56
Rover,56
back,56
Operators,56
Billion,56
Shepard,56
Orders,56
Astrium,56
10,56
Probe,56
Contracts,55
Market,55
spending,55
missile,55
issues,55
proposal,55
warns,55
Design,55
challenges,55
Globalstar,54
July,54
Broadband,54
Technologies,54
demand,54
report,54
Indian,54
Satcom,54
lead,54
servicing,54
Radar,53
Department,53
Momentus,53
As,53
Order,53
imaging,53
Florida,53
Rocketdyne,53
Three,53
Ahead,53
Companies,52
SBIRS,52
should,52
Spire,52
focus,52
offer,52
order,52
2023,52
need,52
Support,52
NGA,52
acquire,52
Down,52
Director,51
Still,51
General,51
firm,51
crewed,51
through,51
2021,51
no,51
What,51
2024,51
role,51
Planetary,51
Q&A,51
begins,50
2018,50
reusable,50
public,50
It,50
Sat,50
final,50
Scientists,50
Canada,50
Its,50
decision,50
One,49
Musk,49
ExoMars,49
panel,49
Spaceport,49
help,49
early,49
supply,49
merger,49
Canadian,49
"Director,",48
office,48
cubesats,48
Kepler,48
expands,48
Communications,48
Dream,48
testing,48
have,48
Over,48
Out,48
against,48
design,48
—,47
can,47
aims,47
Making,47
concerns,47
expand,47
track,47
Panel,47
regulatory,47
Vulcan,47
funds,47
astronauts,47
