word_title,count
By,7
watch,7
modernization,7
shut,7
Scott,7
Targeted,7
oversee,7
Directorate,7
day,7
nominated,7
Presses,7
Competitors,7
ITT,7
Less,7
billions,7
Dnepr,7
Philae,7
halt,7
forecasting,7
Expanded,7
act,7
roadmap,7
Voice,7
Direction,7
MTG,7
becoming,7
Supplier,7
emerges,7
appears,7
3D-printed,7
29,7
Jobs,7
embraces,7
name,7
Lines,7
units,7
hiring,7
facing,7
Little,7
strategies,7
Bruno,7
modules,7
resilience,7
Bruno:,7
option,7
Wireless,7
dies,7
Crewed,7
space-tracking,7
CTO,7
SLS/Orion,7
Falls,7
Republicans,7
shortfall,7
alternatives,7
Revised,7
Kendall,7
3B,7
wars,7
Crash,7
$16,7
Pitch,7
Starts,7
"systems,",7
"Hughes,",7
Jabiru-1,7
GHGSat,7
helicopter,7
biggest,7
Picked,7
AGI,7
$13,7
Cancellation,7
Phobos-Grunt,7
per,7
Sun,7
Liability,7
nearing,7
deorbiting,7
Stimulus,7
Among,7
procure,7
2028,7
attacks,7
TBD,7
Sounding,7
sustainable,7
vendors,7
revises,7
JPSS-2,7
Loses,7
Winds,7
Awareness,7
Centaur,7
[Reuters],7
promote,7
instruments,7
lab,7
grants,7
Travel,7
So,7
"House,",7
Aviation,7
Hayabusa,7
Leidos,7
27,7
Closes,7
2009,7
Rivada,7
great,7
"Failure,",7
woes,7
Whitney,7
expensive,7
Rights,7
Friday,7
Instruments,7
plant,7
Situational,7
NuSTAR,7
heads,7
package,7
Being,7
decide,7
permission,7
collaborate,7
Fiscal,7
SoftBank,7
"Eutelsat,",7
Demo-2,7
past,7
Priorities,7
Official:,7
Measure,7
Attention,7
"Officer,",7
observations,7
flagship,7
Broad,7
Advocates,7
Ancient,7
Esper,7
people,7
Farnborough,7
milestones,7
Consortium,7
Follow,7
tested,7
Scrutiny,7
Dordain,7
updated,7
Honeywell,7
That,7
Bright,7
live,7
tourism,7
ORS-1,7
Include,7
"SLS,",7
Disaster,7
gear,7
Mixed,7
"mission,",7
liquid,7
payments,7
nanosatellite,7
Candidate,7
Retires,7
"missions,",7
signals,7
players,7
Loom,7
Patriot,7
quickly,7
exit,7
budgets,7
Conclave,7
Disaggregation,7
Training,7
across,7
completing,7
Gains,7
together,7
Hard,7
Avoid,7
Lowers,7
astronomers,7
senior,7
Cable,7
specialist,7
broader,7
Telesat’s,7
Scout,7
NGSO,7
"Programs,",7
crisis,7
jump,7
computing,7
Spain’s,7
selection,7
Indonesia,7
Balks,7
AJ-26,7
Wary,7
Recon,7
predict,7
urge,7
missing,7
doesn’t,7
150,7
tap,7
helps,7
robotics,7
World’s,7
arms,7
Administration,7
Anniversary,7
SDA,7
Turkey’s,7
jam-resistant,7
aim,7
backup,7
single,7
trade,7
Works,7
driving,7
storm,7
DirecTV,7
Woerner,7
presence,7
milspace,7
Demise,7
Game,7
Repair,7
Saving,7
Alabama,7
Receives,7
Pushed,7
trading,7
where,7
Skynet,7
Tested,7
boosts,7
Largest,7
Estimate,7
Bus,7
crucial,7
Cited,7
Decisions,7
Willing,7
Dramatically,7
remaining,7
Reinventing,7
pursuing,7
invasion,7
Nanoracks,7
Landings,7
Removal,7
kicks,7
CHIRP,7
division,7
Geostationary,7
VIPER,7
Selling,7
Television,7
Station’s,7
Houston,7
Current,7
Enter,7
weigh,7
JPSS-1,7
carries,7
"6,",7
engineering,7
chance,7
worry,7
License,7
best,7
profit,7
largest,7
Tomorrow.io,7
previously,7
prove,7
Orbiting,7
Slowdown,7
Lucy,7
Parachute,7
application,7
Deals,7
Iranian,7
Heads,7
Experiments,7
Sentinel],7
available,7
Window,7
Postpone,7
play,7
Xplore,7
Interview,7
Financial,7
Biden’s,7
Contact,7
CapRock,7
Treaty,7
Engineers,7
Expectations,7
[Washington,7
Ellen,7
Glory,7
advance,7
Seraphim,7
Draper,7
enhance,7
scientists,7
reportedly,7
linked,7
DMSP,7
Ministerial,7
products,7
improved,7
shot,7
talent,7
suppliers,7
Anik,7
Spacewalk,7
might,7
unveil,7
OK,7
Crew-3,7
require,7
Plane,7
Was,7
researchers,7
Xtar,7
massive,7
prize,7
bases,7
Swedish,7
adviser,7
Rival,7
Musk’s,7
satellite-based,7
camera,7
Stepping,7
U.N.,7
pace,7
Nearing,7
Quarter,7
Workers,7
50,7
Considering,7
AAC,7
emerge,7
distribution,7
Larger,7
framework,7
south,7
Concern,7
