date,author,avg_articles_each_author_per_day
height: 800,{  width: 700,1.0
"April 9, 2021",Jeff Foust,0.6666666666666666
"April 9, 2021",Park Si-soo,0.3333333333333333
"August 2, 2021",Jason Rainbow,0.2
"August 2, 2021",Andrew Jones,0.2
"August 2, 2021",Sandra Erwin,0.2
"August 2, 2021",Jeff Foust,0.4
"August 7, 2013",Brian Berger,1.0
"February 2, 2017",Caleb Henry,0.16666666666666666
"February 2, 2017",Phillip Swarts,0.3333333333333333
"February 2, 2017",Jeff Foust,0.3333333333333333
"February 2, 2017",Debra Werner,0.16666666666666666
"July 1, 2016",Mike Gruss,0.25
"July 1, 2016",Jeff Foust,0.75
"July 22, 2019",Jeff Foust,0.3333333333333333
"July 22, 2019",Andrew Jones,0.3333333333333333
"July 22, 2019",Debra Werner,0.3333333333333333
"June 17, 2022",Jason Rainbow,0.3333333333333333
"June 17, 2022",Park Si-soo,0.16666666666666666
"June 17, 2022",Jeff Foust,0.5
"June 4, 2012",Dan Leone,0.125
"June 4, 2012",Robert Z. Pearlman,0.125
"June 4, 2012",Warren Ferster,0.125
"June 4, 2012",SpaceNews Staff,0.375
"June 4, 2012",Kate Brannen,0.125
"June 4, 2012",Peter B. de Selding,0.125
"June 6, 2018",Sandra Erwin,0.16666666666666666
"June 6, 2018",Matthew Bodner,0.16666666666666666
"June 6, 2018",Debra Werner,0.16666666666666666
"June 6, 2018",Jeff Foust,0.5
"June 9, 2022",Sandra Erwin,0.2
"June 9, 2022",Jeff Foust,0.6
"June 9, 2022",Jason Rainbow,0.2
"March 1, 2017",Caleb Henry,0.2
"March 1, 2017",Jeff Foust,0.4
"March 1, 2017",Phillip Swarts,0.4
"March 11, 2013",SpaceNews Editor,0.5
"March 11, 2013",Joseph N. Pelton,0.125
"March 11, 2013",Irene Klotz,0.125
"March 11, 2013",Peter B. de Selding,0.125
"March 11, 2013",Leonard David,0.125
"March 8, 2011",Peter B. de Selding,1.0
"May 11, 2011",Peter B. de Selding,1.0
"May 2, 2021",Jeff Foust,0.5
"May 2, 2021",Sandra Erwin,0.5
"October 14, 2022",Sandra Erwin,0.25
"October 14, 2022",Jason Rainbow,0.25
"October 14, 2022",Jeff Foust,0.5
"October 18, 2011",Dan Leone,0.5
"October 18, 2011",Rachel Bernstein,0.5
"October 2, 2019",Jeff Foust,0.375
"October 2, 2019",Caleb Henry,0.125
"October 2, 2019",Debra Werner,0.375
"October 2, 2019",Sandra Erwin,0.125
"October 21, 2013",Peter B. de Selding,0.18181818181818182
"October 21, 2013",Jarosław Adamowski,0.09090909090909091
"October 21, 2013",Dan Leone,0.09090909090909091
"October 21, 2013",Debra Werner,0.09090909090909091
"October 21, 2013",Leonard David,0.09090909090909091
"October 21, 2013",Roger D. Launius,0.09090909090909091
"October 21, 2013",Mike Gruss,0.36363636363636365
"October 27, 2021",Jason Rainbow,0.14285714285714285
"October 27, 2021",Jeff Foust,0.42857142857142855
"October 27, 2021",Sandra Erwin,0.14285714285714285
"October 27, 2021",Andrew Jones,0.14285714285714285
"October 27, 2021",Park Si-soo,0.14285714285714285
"October 30, 2009",Turner Brinton,0.3333333333333333
"October 30, 2009",Debra Werner,0.3333333333333333
"October 30, 2009",Peter B. de Selding,0.3333333333333333
"October 4, 2010",Sean Reilly,0.1111111111111111
"October 4, 2010",William Matthews,0.1111111111111111
"October 4, 2010",Turner Brinton,0.1111111111111111
"October 4, 2010",Peter B. de Selding,0.1111111111111111
"October 4, 2010",David Pugliese,0.1111111111111111
"October 4, 2010",Amy Klamper,0.1111111111111111
"October 4, 2010",SpaceNews Staff,0.3333333333333333
