date,author,avg_articles_each_author_per_day
"April 28, 2011",SpaceNews Staff,1.0
"April 8, 2018",Sandra Erwin,1.0
"August 8, 2014",Debra Werner,0.2
"August 8, 2014",Mike Gruss,0.2
"August 8, 2014",Peter B. de Selding,0.6
"February 24, 2012",SpaceNews Staff,0.3333333333333333
"February 24, 2012",Brian Berger,0.3333333333333333
"February 24, 2012",Peter B. de Selding,0.3333333333333333
"February 8, 2020",Sandra Erwin,0.5
"February 8, 2020",Jeff Foust,0.5
"January 23, 2022",Sandra Erwin,1.0
"July 1, 2009",Peter B. de Selding,1.0
"July 9, 2022",Sandra Erwin,1.0
"June 23, 2011",Peter B. de Selding,0.3333333333333333
"June 23, 2011",Debra Werner,0.3333333333333333
"June 23, 2011",Brian Berger,0.3333333333333333
"June 24, 2019",Jeff Foust,0.5
"June 24, 2019",Andrew Jones,0.5
"March 30, 2018",Jeff Foust,0.5
"March 30, 2018",Robert Zubrin,0.25
"March 30, 2018",Caleb Henry,0.25
"March 6, 2014",Peter B. de Selding,0.75
"March 6, 2014",Dan Leone,0.25
"May 4, 2023",Sandra Erwin,0.4
"May 4, 2023",Jason Rainbow,0.4
"May 4, 2023",Jeff Foust,0.2
"May 6, 2018",Andrew Jones,0.5
"May 6, 2018",Sandra Erwin,0.5
"May 7, 2017",Jeff Foust,1.0
"October 28, 2009",Clara Moskowitz,1.0
