date,author,avg_articles_each_author_per_day
a special purpose acquisition company (SPAC) that catapulted the startup to the NASDAQ stock exchange in September 2021.  Arqit said in a regulatory filing that it is cooperating with the investigation,” Arqit founder and CEO David Williams said during the company’s Dec. 14 earnings call. The decision does not affect the construction of a satellite that Qinetiq is currently building under a contract partly funded by the European Space Agency. SEC probe The strategy pivot came as Arqit disclosed that the U.S. Securities and Exchange Commission is investigating its merger with Centricus Acquisition,1.0
"April 20, 2020",Jeff Foust,0.14285714285714285
"April 20, 2020",Caleb Henry,0.42857142857142855
"April 20, 2020",Sandra Erwin,0.42857142857142855
"April 27, 2020",Sandra Erwin,0.5
"April 27, 2020",Jeff Foust,0.5
"April 29, 2022",Andrew Jones,0.25
"April 29, 2022",Park Si-soo,0.25
"April 29, 2022",Jeff Foust,0.25
"April 29, 2022",Jason Rainbow,0.25
"August 19, 2021",Sandra Erwin,0.3333333333333333
"August 19, 2021",Jeff Foust,0.3333333333333333
"August 19, 2021",Jason Rainbow,0.1111111111111111
"August 19, 2021",Park Si-soo,0.2222222222222222
"August 31, 2017",Jeff Foust,0.3333333333333333
"August 31, 2017",Debra Werner,0.16666666666666666
"August 31, 2017",Caleb Henry,0.3333333333333333
"August 31, 2017",Mike Fabey,0.16666666666666666
"August 8, 2012",Peter B. de Selding,1.0
"December 27, 2020",Jeff Foust,0.5
"December 27, 2020",Sandra Erwin,0.5
"February 12, 2020",Debra Werner,0.125
"February 12, 2020",Sandra Erwin,0.375
"February 12, 2020",Caleb Henry,0.125
"February 12, 2020",Jeff Foust,0.375
"February 4, 2020",Caleb Henry,0.1111111111111111
"February 4, 2020",Sandra Erwin,0.1111111111111111
"February 4, 2020",Jeff Foust,0.4444444444444444
"February 4, 2020",Debra Werner,0.3333333333333333
"January 17, 2022",Sandra Erwin,0.3333333333333333
"January 17, 2022",Jeff Foust,0.3333333333333333
"January 17, 2022",Andrew Jones,0.3333333333333333
"July 15, 2014",Dan Leone,0.25
"July 15, 2014",Mike Gruss,0.5
"July 15, 2014",Peter B. de Selding,0.25
"July 20, 2017",Jeff Foust,0.25
"July 20, 2017",Don A. Nelson,0.25
"July 20, 2017",Caleb Henry,0.5
"March 2, 2012",Peter B. de Selding,0.5
"March 2, 2012",SpaceNews Staff,0.25
"March 2, 2012",Dan Leone,0.25
"March 7, 2011",Brian Berger,0.08333333333333333
"March 7, 2011",SpaceNews Staff,0.6666666666666666
"March 7, 2011",Amy Svitak,0.08333333333333333
"March 7, 2011",Debra Werner,0.08333333333333333
"March 7, 2011",Paul Kallender-Umezu,0.08333333333333333
"May 22, 2023",Sandra Erwin,0.4
"May 22, 2023",Debra Werner,0.5
"May 22, 2023",Andrew Jones,0.1
"November 17, 2009",Turner Brinton,0.25
"November 17, 2009",Warren Ferster,0.5
"November 17, 2009",Amy Klamper,0.25
"November 19, 2022",Jeff Foust,1.0
"November 30, 2022",Andrew Jones,0.16666666666666666
"November 30, 2022",Sandra Erwin,0.16666666666666666
"November 30, 2022",Jeff Foust,0.5
"November 30, 2022",Jason Rainbow,0.16666666666666666
"September 26, 2011",Debra Werner,0.3333333333333333
"September 26, 2011",Peter B. de Selding,0.3333333333333333
"September 26, 2011",SpaceNews Staff,0.3333333333333333
"September 27, 2010",Debra Werner,0.0625
"September 27, 2010",Denise Chow,0.0625
"September 27, 2010",SpaceNews Staff,0.375
"September 27, 2010",Amy Klamper,0.0625
"September 27, 2010",Peter B. de Selding,0.1875
"September 27, 2010",Turner Brinton,0.25
