word_title,count
some,17
auction,17
year’s,17
orbiter,17
Five,17
component,17
Demand,17
trying,17
Comtech,17
Partner,17
Members,17
Approval,17
Public,17
nomination,17
fourth,17
Ship,17
summer,17
Life,17
promises,17
Dies,17
Minotaur,17
inspector,17
Certification,17
Valley,17
JPL,17
Lead,17
cause,17
days,17
WFIRST,17
towards,17
focused,17
Heliophysics,17
Good,17
free,17
Attempt,17
campaign,17
Meet,17
Australian,17
Money,17
Environmental,17
Sample,17
"China,",17
Silicon,17
produce,17
Ships,17
legislation,17
Today],17
only,17
Are,17
possible,17
it’s,17
extended,17
supplier,17
List,17
Profile:,17
subcommittee,17
political,17
select,17
Better,17
cyber,17
Delivered,17
missile-tracking,17
effort,17
Redwire,17
Developing,17
milestone,17
Arctic,17
claim,17
tug,17
Mike,17
Clipper,17
applications,17
official:,17
Target,17
DLR,17
Perfect,17
$10,17
Moving,17
Wallops,17
fully,17
Fails,17
cut,17
Eye,17
Earth-observation,17
near,17
Reach,17
David,17
Must,17
demonstrates,17
14,17
Launchers,17
Awarded,17
SBSS,17
Arabsat,17
ViaSat-3,17
fire,17
dedicated,17
During,17
Bolden:,17
megaconstellation,17
